Seq_ID	EpiCluster
CFL10181-21	Lettuce_2_(2021_003)
CFL10231-21	Lettuce_2_(2021_003)
CFL10571-21	Lettuce_2_(2021_003)
CFL10961-21	Lettuce_2_(2021_003)
CGA10251-21	Lettuce_2_(2021_003)
CMN10201-21	Lettuce_2_(2021_003)
CNE10092-21	2021_003-No_2021_epiCluster
CNE10112-21	2021_003-No_2021_epiCluster
CNE10142-21	2021_003-No_2021_epiCluster
CSC10011-21	Lettuce_2_(2021_003)
CFL10041-21	2021_003-No_2021_epiCluster
CCT10021-21	2021_005-No_2021_epiCluster
CFL10751-21	Lettuce_1_(2021_005)
CFL10951-21	2021_005-No_2021_epiCluster
CMI10031-21	Lettuce_1_(2021_005)
CMN10111-21	Lettuce_1_(2021_005)
CWI10051-21	2021_005-No_2021_epiCluster
CWI10071-21	Lettuce_1_(2021_005)
CWI10261-21	Lettuce_1_(2021_005)
SNY10341-21	Lettuce_1_(2021_005)
SNY10511-21	Lettuce_1_(2021_005)
SNY11541-21	2021_005-No_2021_epiCluster
SNY11661-21	2021_005-No_2021_epiCluster
ION10041-21	2021_008-No_2021_epiCluster
ION10061-21	2021_008-No_2021_epiCluster
CFL10281-21	2021_014-No_2021_epiCluster
CFL10721-21	2021_014-No_2021_epiCluster
CFL10831-21	2021_014-No_2021_epiCluster
CFL10851-21	2021_014-No_2021_epiCluster
CFL10861-21	2021_014-No_2021_epiCluster
CFL10901-21	2021_014-No_2021_epiCluster
CFL10911-21	2021_014-No_2021_epiCluster
CFL10931-21	2021_014-No_2021_epiCluster
CFL11111-21	2021_014-No_2021_epiCluster
CFL11161-21	2021_014-No_2021_epiCluster
CFL11171-21	2021_014-No_2021_epiCluster
CGA10301-21	2021_014-No_2021_epiCluster
CCT10141-21	2021_017-No_2021_epiCluster
CWI10091-21	2021_017-No_2021_epiCluster
SNY10621-21	2021_017-No_2021_epiCluster
CIN10042-21	2021_017_cluster-No_2021_epiCluster
CTN10041-21	2021_019-No_2021_epiCluster
SNY10281-21	2021_019-No_2021_epiCluster
CMN10401-21	2021_020-No_2021_epiCluster
SNY11311-21	2021_020-No_2021_epiCluster
CIN10072-21	2021_029-No_2021_epiCluster
CMI10261-21	2021_029-No_2021_epiCluster
CMN10542-21	2021_029-No_2021_epiCluster
CWI10561-21	2021_029-No_2021_epiCluster
CIN10082-21	2021_031-No_2021_epiCluster
CTN10161-21	2021_031-No_2021_epiCluster
CFL11271-21	2021_042-No_2021_epiCluster
CGA10461-21	2021_042-No_2021_epiCluster
SNY11361-21	2021_042-No_2021_epiCluster
SNY11761-21	2021_042-No_2021_epiCluster
SNY11771-21	2021_044-No_2021_epiCluster
SNY11821-21	2021_044-No_2021_epiCluster
SNY11871-21	2021_044-No_2021_epiCluster
STX10721-21	2021_044-No_2021_epiCluster
CGA10431-22	GA_20223653
CGA10441-22	GA_20223653
CGA10451-22	GA_20223653
CGA10481-22	GA_20223653
CGA10571-22	GA_20223653
CGA10641-22	GA_20223653
CGA10461-22	GA_20223653
CGA10591-22	GA_20223653
CGA10611-22	GA_20223653
CGA10621-22	GA_20223653
CGA10631-22	GA_20223653
CGA10581-22	GA_20223653
CGA10601-22	GA_20223653
CGA10911-22	GA_20223921
CGA10981-22	GA_20223921
CGA10421-22	GA_20223921
CGA10231-22	GA_20223922
CGA10821-22	GA_20223922
CGA10891-22	GA_20223922
CGA10851-22	GA_20223982
CGA11011-22	GA_20223982
CFL10411-22	FL_2022_FL_Caesar_Salad
CFL10661-22	FL_2022_FL_Caesar_Salad
CFL10721-22	FL_2022_FL_Caesar_Salad
CFL10751-22	FL_2022_FL_Caesar_Salad
CFL10761-22	FL_2022_FL_Caesar_Salad
CFL10801-22	FL_2022_FL_Caesar_Salad
CFL10931-22	FL_2022_FL_Caesar_Salad
CFL11061-22	FL_2022_FL_Caesar_Salad
CFL11311-22	FL_2022_FL_Caesar_Salad
CFL11441-22	FL_2022_FL_Caesar_Salad
CFL11641-22	FL_2022_FL_Caesar_Salad
CFL11911-22	FL_2022_FL_Caesar_Salad
CFL12071-22	FL_2022_FL_Caesar_Salad
CFL12241-22	FL_2022_FL_Caesar_Salad
CFL12391-22	FL_2022_FL_Caesar_Salad
CFL10201-22	FL_2022_FL_Caesar_Salad
CFL10771-22	FL_2022_FL_Caesar_Salad
CFL10191-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10421-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10511-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10531-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10561-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10671-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10731-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10821-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10881-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10911-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11071-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11101-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11211-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11261-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11291-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11541-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11581-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11631-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11681-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL12011-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL12041-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL12141-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL12331-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL11981-22	FL_2022_FL_Caesar_Salad_-_FE_Caesar
CFL10521-22	FL_2022_FL_Caesar_Salad
CFL10591-22	FL_2022_FL_Caesar_Salad
CFL10581-22	FL_2022_FL_Caesar_Salad
CFL11081-22	FL_2022_FL_ILF
STN10011-22	TN_2022_TN_Bagged_Salad
STN10121-22	TN_2022_TN_Bagged_Salad
STX10331-22	TX_2022_TX_Bexar_Co_Central_Market
STX10391-22	TX_2022_TX_Collin_Co
STX10431-22	TX_2022_TX_Collin_Co
STX10471-22	TX_2022_TX_Travis_Co
STX10381-22	TX_2022_TX_Travis_Co_1
STX10722-22	TX_2022_TX_Travis_Co_1
STX10311-22	TX_2022_TX_Travis_Co_CM_1/HEB
STX10291-22	TX_Cyclospora/0622/Hidalgo/01
CIL10021-22	IL_IL2022-3166
CIL10031-22	IL_IL2022-3166
STX10371-22	TX_Local_TX_Collin
STX10261-22	TX_Local_TX_Dallas
STX10271-22	TX_Local_TX_Dallas
STX10191-22	TX_Local_TX_Dallas
STX10791-22	TX_Local_TX_Dallas
STX10521-22	TX_Local_TX_Dallas
STX10531-22	TX_Local_TX_Tarrant_County
STX10171-22	TX_Local_TX_Tarrant_County
STX10301-22	TX_Local_TX_Tarrant_County
STX10321-22	TX_Local_TX_Tarrant_County
CAL10081-23	2023_AL_Restaurant_(AL2306-42a)
CAL10171-23	2023_AL_Restaurant_(AL2306-42a)
CAL10181-23	2023_AL_Restaurant_(AL2306-42a)
CAL10221-23	2023_AL_Restaurant_(AL2306-42a)
CAL10261-23	2023_AL_Restaurant_(AL2306-42a)
CAL10281-23	2023_AL_Restaurant_(AL2306-42a)
CAL10291-23	2023_AL_Restaurant_(AL2306-42a)
CAL10321-23	2023_AL_Restaurant_(AL2306-42a)
CAL10341-23	2023_AL_Restaurant_(AL2306-42a)
CAL10371-23	2023_AL_Restaurant_(AL2306-42a)
CAL10391-23	2023_AL_Restaurant_(AL2306-42a)
CAL10401-23	2023_AL_Restaurant_(AL2306-42a)
CAL10481-23	2023_AL_Restaurant_(AL2306-42a)
CAL10571-23	2023_AL_Restaurant_(AL2306-42a)
CAL10581-23	2023_AL_Restaurant_(AL2306-42a)
CAZ10061-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10121-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10171-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10251-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10381-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10431-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10441-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CAZ10471-23	2023_AZ_Restaurant_1_(23-10938-REST-CYC-0525)
CCO10121-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10131-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10141-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10161-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10171-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10181-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10191-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10201-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10221-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10231-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10241-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10251-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10261-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10281-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10331-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10361-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10411-23	2023_CO_Restaurant_1_(2023-046-001)
CCO10581-23	2023_CO_Restaurant_1_(2023-046-001)
CGA10051-23	2023_GA_Deli_(GA_20230978)
CGA10061-23	2023_GA_Deli_(GA_20230978)
CGA10071-23	2023_GA_Deli_(GA_20230978)
CGA10101-23	2023_GA_Deli_(GA_20230978)
CGA10111-23	2023_GA_Deli_(GA_20230978)
CGA10131-23	2023_GA_Deli_(GA_20230978)
CGA10151-23	2023_GA_Deli_(GA_20230978)
CGA10481-23	2023_GA_Restaurant_(20231287)
CGA10601-23	2023_GA_Restaurant_(20231287)
CIL10151-23	2023_IL_Restaurant_1_-_Airport_(IL2023-1367_OHare)
CIL10281-23	2023_IL_Restaurant_1_(IL2023-1367)
CIL10551-23	2023_IL_Restaurant_1_(IL2023-1367)
CIL10611-23	2023_IL_Restaurant_1_(IL2023-1367)
CIL10711-23	2023_IL_Restaurant_1_(IL2023-1367)
CIL10681-23	2023_IL_Restaurant_2_(IL2023-1382)
SNY10532-23	2023_NY_State_Restaurant
SNY10551-23	2023_NY_State_Restaurant
SNY10611-23	2023_NY_State_Restaurant
SNY10811-23	2023_NY_State_Restaurant
SNY10861-23	2023_NY_State_Restaurant
SNY11351-23	2023_NY_State_Restaurant
SNY11481-23	2023_NY_State_Restaurant
SNY11681-23	2023_NY_State_Restaurant
SNY11721-23	2023_NY_State_Restaurant
SNY12171-23	2023_NY_State_Restaurant
SNY12331-23	2023_NY_State_Restaurant
SNY12601-23	2023_NY_State_Restaurant
SNY12611-23	2023_NY_State_Restaurant
SNY12771-23	2023_NY_State_Restaurant
SNY13871-23	2023_NYC_Restaurant_2_(Iguana)
SNY14031-23	2023_NYC_Restaurant_2_(Iguana)
SNY14231-23	2023_NYC_Restaurant_2_(Iguana)
SNY14261-23	2023_NYC_Restaurant_2_(Iguana)
SNY14471-23	2023_NYC_Restaurant_2_(Iguana)
COH10141-23	2023_OH_Hospital_(2023-27-301)
COH10151-23	2023_OH_Hospital_(2023-27-301)
COH10341-23	2023_OH_Hospital_(2023-27-301)
COH10471-23	2023_OH_Hospital_(2023-27-301)
COK10011-23	2023_OK_Lettuce_(Restaurant_A)
COK10091-23	2023_OK_Lettuce_(Restaurant_A)
COK10121-23	2023_OK_Lettuce_(Restaurant_A)
COK10141-23	2023_OK_Lettuce_(Restaurant_A)
COK10151-23	2023_OK_Lettuce_(Restaurant_A)
COK10191-23	2023_OK_Lettuce_(Restaurant_A)
CUT10011-23	2023_UT_Restaurant_(202306)
CUT10021-23	2023_UT_Restaurant_(202306)
CUT10031-23	2023_UT_Restaurant_(202306)
CUT10041-23	2023_UT_Restaurant_(202306)
CUT10051-23	2023_UT_Restaurant_(202306)
CUT10071-23	2023_UT_Restaurant_(202306)
CVA10011-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CVA10051-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CVA10141-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CVA10301-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CVA10341-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CVA10391-23	2023_VA_Restaurant_(GII989Cyclospo0723)
CWY10011-23	2023_WY_Teton_Co_(WY_TET23_1)
CWY10021-23	2023_WY_Teton_Co_(WY_TET23_1)
CWY10041-23	2023_WY_Teton_Co_(WY_TET23_1)
CWY10051-23	2023_WY_Teton_Co_(WY_TET23_1)
CWY10061-23	2023_WY_Teton_Co_(WY_TET23_1)
CWY10091-23	2023_WY_Teton_Co_(WY_TET23_1)
DC24-NC0009-Cx1-C	2406NYCYCLO-1
DC24-TX0027-Cx1-S	2407TXCYCLO-1
DC24-TX0029-Cx1-S	2407TXCYCLO-1
DC24-TX0030-Cx1-S	2407TXCYCLO-1
DC24-NY0085-Cx1-S	2406NYCYCLO-1
DC24-NY0099-Cx1-S	2406NYCYCLO-1
DC24-NY0100-Cx1-S	2406NYCYCLO-1
DC24-NY0107-Cx1-S	2406NYCYCLO-1
DC24-NY0146-Cx1-S	2406NYCYCLO-1
DC24-TN0008-Cx1-S	2406TNCYCLO-1
DC24-GA0053-Cx1-C	2407VACYCLO-1
DC24-NY0164-Cx1-S	2407VACYCLO-1
DC24-NY0272-Cx1-S	2407VACYCLO-1
DC24-NY0361-Cx1-S	2407VACYCLO-1
DC24-TN0019-Cx1-S	2407VACYCLO-1
DC24-TN0026-Cx1-S	2407VACYCLO-1
DC24-TN0028-Cx1-S	2407VACYCLO-1
DC24-VA0017-Cx1-C	2407VACYCLO-1
DC24-VA0020-Cx1-C	2407VACYCLO-1
DC24-VA0022-Cx1-C	2407VACYCLO-1
DC24-TX0043-Cx1-S	2407TXCYCLO-2
	
