Seq_ID	Mt_Cmt127.A_Junction_Hap_2	Mt_Cmt139.X_Junction_Hap_27	Mt_Cmt154.A_Junction_Hap_3	Mt_Cmt154.B_Junction_Hap_4	Mt_Cmt154.E_Junction_Hap_7	Mt_Cmt169.A_Junction_Hap_8	Mt_Cmt169.B_Junction_Hap_9	Mt_Cmt169.C_Junction_Hap_10	Mt_Cmt169.X_Junction_Hap_36	Mt_Cmt184.A_Junction_Hap_11	Mt_Cmt184.B_Junction_Hap_12	Mt_Cmt184.C_Junction_Hap_13	Mt_Cmt184.D_Junction_Hap_14	Mt_Cmt184.F_Junction_Hap_16	Mt_Cmt184.X_Junction_Hap_34	Mt_Cmt184.X_Junction_Hap_39	Mt_Cmt199.A_Junction_Hap_17	Mt_Cmt199.B_Junction_Hap_18	Mt_Cmt199.C_Junction_Hap_19	Mt_Cmt199.X_Junction_Hap_29	Mt_Cmt199.X_Junction_Hap_30	Mt_Cmt199.X_Junction_Hap_31	Mt_Cmt199.X_Junction_Hap_32	Mt_Cmt199.X_Junction_Hap_67	Mt_Cmt214.X_Junction_Hap_25	Mt_Cmt214.X_Junction_Hap_57	Mt_MSR_PART_A_Hap_1	Mt_MSR_PART_A_Hap_2	Mt_MSR_PART_A_Hap_3	Mt_MSR_PART_B_Hap_1	Mt_MSR_PART_B_Hap_2	Mt_MSR_PART_C_Hap_1	Mt_MSR_PART_D_Hap_1	Mt_MSR_PART_E_Hap_1	Mt_MSR_PART_E_Hap_2	Mt_MSR_PART_F_Hap_1	Mt_MSR_PART_F_Hap_2	Nu_360i2_PART_A_Hap_1	Nu_360i2_PART_A_Hap_3	Nu_360i2_PART_A_Hap_4	Nu_360i2_PART_B_Hap_1	Nu_360i2_PART_B_Hap_3	Nu_360i2_PART_B_Hap_4	Nu_360i2_PART_B_Hap_8	Nu_360i2_PART_C_Hap_1	Nu_360i2_PART_C_Hap_2	Nu_360i2_PART_C_Hap_3	Nu_360i2_PART_C_Hap_4	Nu_360i2_PART_D_Hap_1	Nu_360i2_PART_D_Hap_2	Nu_360i2_PART_D_Hap_3	Nu_360i2_PART_D_Hap_5	Nu_360i2_PART_E_Hap_1	Nu_360i2_PART_E_Hap_2	Nu_360i2_PART_E_Hap_3	Nu_360i2_PART_E_Hap_5	Nu_360i2_PART_E_Hap_6	Nu_360i2_PART_F_Hap_1	Nu_360i2_PART_F_Hap_3	Nu_360i2_PART_F_Hap_6	Nu_378_PART_A_Hap_2	Nu_378_PART_A_Hap_4	Nu_378_PART_A_Hap_5	Nu_378_PART_A_Hap_6	Nu_378_PART_A_Hap_7	Nu_378_PART_A_Hap_8	Nu_378_PART_B_Hap_1	Nu_378_PART_B_Hap_2	Nu_378_PART_C_Hap_1	Nu_378_PART_C_Hap_2	Nu_378_PART_C_Hap_4	Nu_378_PART_D_Hap_10	Nu_378_PART_D_Hap_11	Nu_378_PART_D_Hap_15	Nu_378_PART_D_Hap_2	Nu_378_PART_D_Hap_3	Nu_378_PART_D_Hap_4	Nu_378_PART_D_Hap_5	Nu_378_PART_D_Hap_6	Nu_378_PART_D_Hap_7	Nu_378_PART_D_Hap_8	Nu_CDS1_PART_A_Hap_1	Nu_CDS1_PART_A_Hap_2	Nu_CDS1_PART_A_Hap_4	Nu_CDS1_PART_B_Hap_1	Nu_CDS1_PART_B_Hap_2	Nu_CDS1_PART_B_Hap_4	Nu_CDS2_PART_A_Hap_1	Nu_CDS2_PART_A_Hap_2	Nu_CDS2_PART_A_Hap_7	Nu_CDS2_PART_A_Hap_9	Nu_CDS2_PART_B_Hap_1	Nu_CDS2_PART_B_Hap_3	Nu_CDS3_PART_A_Hap_1	Nu_CDS3_PART_A_Hap_2	Nu_CDS3_PART_A_Hap_5	Nu_CDS3_PART_B_Hap_1	Nu_CDS4_PART_A_Hap_1	Nu_CDS4_PART_A_Hap_2	Nu_CDS4_PART_B_Hap_1	Nu_CDS4_PART_B_Hap_2	Nu_CDS4_PART_B_Hap_3	Nu_CDS4_PART_B_Hap_4
HCWI078_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
SNY10251_19				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X	X		X			
SNY10291_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X	X		X			
HCWI075_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
HCWI079_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10081_22							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY10261_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
HCWI082_18																											X			X		X	X	X		X																																														X			X			X				X		X			X	X		X			
HCWI081_18						X																					X			X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
SNY10331_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
HCWI085_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10371_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
HCWI084_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10321_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
ION10041_21			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10391_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10031_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10371_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X		X		X		
ION10121_18				X																							X			X		X	X		X		X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY10411_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
HCWI090_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
SNY10431_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
ION10061_21			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X		X							X												X				X		X			X		X		X		
SNY10401_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X						X			X		X				X			X		X	X		X			
ION10022_22																										X			X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY10351_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10111_18						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
SNY10391_22							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X	X		X			
ION10171_20				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10441_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
HCWI087_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10401_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10051_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X					X			X	X			X				X		X		X		X		X		
SNY10381_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10231_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10391_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
ION10131_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10461_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10421_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10451_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X			X		X		X		X		
ION10441_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10451_23						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
ION10511_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10471_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
ION10421_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10431_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X			X		X		X		X		
ION10411_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10461_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
IQC10031_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10481_22											X																X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
ION10541_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10461_22				X								X																	X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
IQC10271_22			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X						X			X								X	X			X			X			X				X			X		X		X		X		
SNY10471_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
IQC10032_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10491_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X			X		X		X		X		
IQC10521_22			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X						X			X								X	X				X			X			X			X			X		X		X		X		
SNY10511_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
IQC10431_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY10501_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SFL10221_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY10491_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SMN10101_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X									X		X				X		X			X		X		X		
SNY10471_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
IQC10621_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY10521_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SMN10211_19						X																																X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10511_22											X																X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
ION10521_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY10511_23						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SMN10131_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10521_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SMN10121_19																												X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X						
SNY10531_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SMN10071_19																												X		X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X					X		X											X				X		X			X		X				
SNY10511_21				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
SMN10221_19							X				X	X																X	X	X		X	X	X		X	X	X	X		X				X	X	X	X	X	X	X		X	X	X			X	X			X	X				X	X		X					X		X			X		X	X		X	X		X				X		X	X		X	X	X	X	X		
SNY10531_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SMN10251_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10561_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SMN10351_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY10541_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SMN10331_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY10281_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X						X			X			X			X			X		X	X		X			
SNY10341_21				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
SMN10531_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SMN10361_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY10281_21				X																									X	X		X	X	X			X	X			X					X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10311_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10021_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SMN10551_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10341_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10361_19						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SMN10401_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SMN10601_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY10532_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
SNY10031_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10541_19																	X												X	X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
SNY10021_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10531_22			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY10031_22							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY10551_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
SNY10051_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X	X				X		X	X						X	X					X	X		X	X			X			X			X		X	X	X	X	X		
SNY10521_19											X																X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SNY10031_19				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
SNY10261_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10351_23						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY10061_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
SNY10061_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SNY10571_19																				X									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X	X		X			
SNY10041_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10551_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X		X							X							X			X			X			X		X	X		X		X		X		
SNY10101_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10601_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10211_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10561_19																				X									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X	X		X			
SNY10071_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SNY10561_22			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY10111_19												X															X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X			X		X		X		X		
SNY10641_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY10081_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
SNY10651_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY10071_20											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10621_21			X			X								X					X								X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY10121_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY10701_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY10221_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY10631_23						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY10181_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY10721_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
