Seq_ID	Mt_Cmt127.A_Junction_Hap_2	Mt_Cmt139.X_Junction_Hap_27	Mt_Cmt154.A_Junction_Hap_3	Mt_Cmt154.B_Junction_Hap_4	Mt_Cmt154.E_Junction_Hap_7	Mt_Cmt169.A_Junction_Hap_8	Mt_Cmt169.B_Junction_Hap_9	Mt_Cmt169.C_Junction_Hap_10	Mt_Cmt169.X_Junction_Hap_36	Mt_Cmt184.A_Junction_Hap_11	Mt_Cmt184.B_Junction_Hap_12	Mt_Cmt184.C_Junction_Hap_13	Mt_Cmt184.D_Junction_Hap_14	Mt_Cmt184.F_Junction_Hap_16	Mt_Cmt184.X_Junction_Hap_34	Mt_Cmt184.X_Junction_Hap_39	Mt_Cmt199.A_Junction_Hap_17	Mt_Cmt199.B_Junction_Hap_18	Mt_Cmt199.C_Junction_Hap_19	Mt_Cmt199.X_Junction_Hap_29	Mt_Cmt199.X_Junction_Hap_30	Mt_Cmt199.X_Junction_Hap_31	Mt_Cmt199.X_Junction_Hap_32	Mt_Cmt199.X_Junction_Hap_67	Mt_Cmt214.X_Junction_Hap_25	Mt_Cmt214.X_Junction_Hap_57	Mt_MSR_PART_A_Hap_1	Mt_MSR_PART_A_Hap_2	Mt_MSR_PART_A_Hap_3	Mt_MSR_PART_B_Hap_1	Mt_MSR_PART_B_Hap_2	Mt_MSR_PART_C_Hap_1	Mt_MSR_PART_D_Hap_1	Mt_MSR_PART_E_Hap_1	Mt_MSR_PART_E_Hap_2	Mt_MSR_PART_F_Hap_1	Mt_MSR_PART_F_Hap_2	Nu_360i2_PART_A_Hap_1	Nu_360i2_PART_A_Hap_3	Nu_360i2_PART_A_Hap_4	Nu_360i2_PART_B_Hap_1	Nu_360i2_PART_B_Hap_3	Nu_360i2_PART_B_Hap_4	Nu_360i2_PART_B_Hap_8	Nu_360i2_PART_C_Hap_1	Nu_360i2_PART_C_Hap_2	Nu_360i2_PART_C_Hap_3	Nu_360i2_PART_C_Hap_4	Nu_360i2_PART_D_Hap_1	Nu_360i2_PART_D_Hap_2	Nu_360i2_PART_D_Hap_3	Nu_360i2_PART_D_Hap_5	Nu_360i2_PART_E_Hap_1	Nu_360i2_PART_E_Hap_2	Nu_360i2_PART_E_Hap_3	Nu_360i2_PART_E_Hap_5	Nu_360i2_PART_E_Hap_6	Nu_360i2_PART_F_Hap_1	Nu_360i2_PART_F_Hap_3	Nu_360i2_PART_F_Hap_6	Nu_378_PART_A_Hap_2	Nu_378_PART_A_Hap_4	Nu_378_PART_A_Hap_5	Nu_378_PART_A_Hap_6	Nu_378_PART_A_Hap_7	Nu_378_PART_A_Hap_8	Nu_378_PART_B_Hap_1	Nu_378_PART_B_Hap_2	Nu_378_PART_C_Hap_1	Nu_378_PART_C_Hap_2	Nu_378_PART_C_Hap_4	Nu_378_PART_D_Hap_10	Nu_378_PART_D_Hap_11	Nu_378_PART_D_Hap_15	Nu_378_PART_D_Hap_2	Nu_378_PART_D_Hap_3	Nu_378_PART_D_Hap_4	Nu_378_PART_D_Hap_5	Nu_378_PART_D_Hap_6	Nu_378_PART_D_Hap_7	Nu_378_PART_D_Hap_8	Nu_CDS1_PART_A_Hap_1	Nu_CDS1_PART_A_Hap_2	Nu_CDS1_PART_A_Hap_4	Nu_CDS1_PART_B_Hap_1	Nu_CDS1_PART_B_Hap_2	Nu_CDS1_PART_B_Hap_4	Nu_CDS2_PART_A_Hap_1	Nu_CDS2_PART_A_Hap_2	Nu_CDS2_PART_A_Hap_7	Nu_CDS2_PART_A_Hap_9	Nu_CDS2_PART_B_Hap_1	Nu_CDS2_PART_B_Hap_3	Nu_CDS3_PART_A_Hap_1	Nu_CDS3_PART_A_Hap_2	Nu_CDS3_PART_A_Hap_5	Nu_CDS3_PART_B_Hap_1	Nu_CDS4_PART_A_Hap_1	Nu_CDS4_PART_A_Hap_2	Nu_CDS4_PART_B_Hap_1	Nu_CDS4_PART_B_Hap_2	Nu_CDS4_PART_B_Hap_3	Nu_CDS4_PART_B_Hap_4
C_IA076_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X											X				X											
CUK10141_16			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X						X		X							X							X			X			X			X			X		X		X		X		
C_IA077_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X				
CUT10071_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
C_IA078_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X						X		X						X			X		X				
CVA10031_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
CVA10321_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CWI10081_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CUT10051_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CVA10031_20																													X	X		X	X	X				X			X				X	X			X				X														X		X	X						X	X									X			X			X		X			X						
C_IA065_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
CVA10041_20				X																									X	X		X	X	X			X	X			X					X			X				X									X					X			X							X						X			X			X			X		X			X						
C_IA068_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
CVA10051_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
CWI10042_20											X																X			X		X	X	X		X																									X	X					X		X	X						X	X											X				X		X			X		X		X		
CWI10091_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CVA10131_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CVA10011_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X												X			X			X		X		X		X		
C_IA087_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X						
CVA10041_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
C_IA092_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X				
CVA10191_23																											X			X		X	X	X			X		X		X						X			X				X					X		X						X		X							X							X			X			X			X			X		X		X		X		
C_IA102_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
CVA10101_19			X																								X			X		X	X	X			X		X		X						X			X				X					X			X					X			X							X						X			X			X			X			X		X		X		X		
C_IA091_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
CVA10341_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
CWI10071_21				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
C_CA003_18											X																	X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
CWI10022_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
C_IL014_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
CVA10301_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
CVA10141_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X						X	X					X		X	X						X	X						X			X		X	X			X			X		X		X		X		
C_IA082_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X								X			X						
CVA10391_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
C_IA104_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
CWI10121_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X						X		X							X												X				X		X			X		X		X		
C_IA107_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X						
C_IA111_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IA176_18			X																								X			X		X	X	X			X		X		X						X			X	X			X	X				X		X						X		X							X							X			X		X				X			X		X		X		X		
C_IA094_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X						
C_IA110_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IA093_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X														X									
C_IL018_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL022_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL020_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X																			X		X		
C_IL025_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X								X				X		X			X						
C_WI038_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X																	X			X						
C_WI109_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL032_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X								X			X		X				
C_IL031_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X						X		X				X		X			X		X		X		
C_WI101_18																											X			X		X	X	X		X		X			X				X				X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL023_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X						X		X				X		X			X		X				
C_WI114_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_IL013_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X				
C_WI113_18				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
C_IL019_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X													X		X		
C_WI121_18						X																					X			X		X	X	X		X					X				X				X				X									X	X				X	X		X					X		X					X			X			X						X			X						
C_IL036_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X											X				X							X				
C_WI125_18						X																					X			X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X					X			X									X			X						
C_IL037_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X						X			X		X		X		
C_WI118_18						X																					X			X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X																	X									
C_IL040_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X						X			X		X						X			X		X		X		
C_WI011_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X																	X			X						
C_WI095_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X											X				X		X			X						
C_IL033_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL024_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X						X		X				X		X			X		X				
C_WI129_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL043_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI122_18						X																					X			X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X					X			X			X				X		X			X						
C_IL034_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI128_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X																	X			X						
C_IL042_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI133_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL039_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X						X								X			X		X		X		
C_WI131_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X						X			X	X					
C_IL044_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X					X	X		X							X						X			X		X				X							X				
C_WI138_18						X																					X			X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X																	X			X						
C_IL048_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X								X				X		X			X		X				
C_WI135_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X											X						X			X	X					
C_IL050_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI173_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X									X									
C_IL054_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X									X	X		X													X			X		X				X		X			X		X		X		
C_WI172_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_IL047_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI098_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_WI107_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_IL046_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X				
C_IL049_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X									X	X		X							X			X														X									
C_WI150_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X					X				X	X		X					X		X					X			X																		
C_IL053_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
C_WI159_18						X																					X			X		X	X	X		X		X			X	X			X				X				X					X				X	X				X	X		X					X		X					X			X									X			X						
C_IL056_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI182_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
C_IL055_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X								X				X		X			X		X		X		
C_WI178_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL066_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X								X				X		X			X		X				
C_WI177_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X						X			X	X					
C_IL058_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI185_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_IL060_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI197_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL067_18																											X			X		X	X	X		X		X			X					X			X				X					X					X					X		X										X								X				X							X				
C_WI194_18																	X										X			X		X	X	X		X		X			X				X				X				X					X				X	X				X	X		X							X			X						X		X															
C_IL062_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X								X			X		X		X		
C_WI186_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
C_IL072_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI198_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL071_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X						X			X		X				X		X			X		X		X		
C_WI205_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_IL065_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI208_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL063_18			X																								X			X		X	X	X			X		X		X					X	X	X	X	X	X		X	X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
C_WI187_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL075_18			X																								X			X		X	X	X			X	X	X		X				X		X		X	X			X	X				X	X		X	X					X			X							X		X				X			X			X			X		X			X		X		X		
C_WI257_18																	X										X			X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_IL076_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI199_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_IL080_18																	X										X			X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X							X			X								X				X							X		X		
C_WI259_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_IL077_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_WI097_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_WI103_18						X																					X			X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_IL087_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X															
C_IL078_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCJK031_15_s							X																				X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X			X		X		X		X		
C_IL086_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X						X			X						
HCWI044_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL079_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI047_18																											X			X		X	X	X		X		X			X				X				X				X					X				X					X			X							X					X			X									X			X	X		X			
C_IL081_18																											X			X		X	X	X		X		X			X				X				X				X					X				X					X			X							X											X				X		X			X		X		X		
HCWI048_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_IL099_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X												X		X									
HCWI045_18																											X			X		X	X	X		X		X			X				X				X				X					X				X					X			X							X					X			X			X				X		X			X						
C_IL126_18																	X										X			X		X	X	X		X		X			X					X			X				X									X	X				X	X		X							X			X																	X						
HCWI046_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X					X			X			X				X		X			X	X					
C_IL119_18																	X													X		X	X	X																																																				X		X				X		X			X						
HCWI049_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL168_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCJK015_15																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X			X		X		X		X		
C_IL189_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI050_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_IL170_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI043_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_MX001_17				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_WI096_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_WI206_18				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
C_MO003_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
C_OH004_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI053_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_IL199_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI051_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_OH001_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
HCWI054_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_SD001_18										X																		X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
HCWI055_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_OH003_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X						
HCWI057_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_OH014_18																	X										X			X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X							X			X								X				X		X			X						
HCWI056_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_WI026_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
HCWI052_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_WI020_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X								X									X			X						
HCWI058_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X					X			X			X				X		X			X						
C_WI031_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X								X									X			X						
HCWI068_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_MA001_14																		X									X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
HCWI076_18				X		X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_WI039_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X								X									X									
HCWI062_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_WI033_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X												X			X						
C_WI099_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_WI102_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
C_WI040_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X																	X			X						
C_WI093_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
HCWI059_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X								X			X						X			X						
C_WI092_18																											X			X		X	X	X		X		X			X				X	X			X			X	X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
HCWI069_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_WI094_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X					X			X							X					X			X			X				X		X			X						
HCWI067_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
C_WI100_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
C_WI112_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
HCWI070_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
HCWI060_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
HCWI074_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X						
HCWI063_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
HCWI065_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X					
HCWI080_18						X																					X			X		X	X	X		X																										X	X				X	X		X					X		X											X				X		X									
SNY10341_19						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
